Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
26,-,-,-,-,-,12.0,86.5,-,-,-,-,-
27,-,-,-,-,-,T,121.0,-,-,-,-,-
28,-,-,-,0.6,5.5,-,31.0,38.5,-,-,-,-
29,-,,-,0.5,20.0,T,26.5,17.5,2.0,-,-,-
30,-,,-,3.0,16.5,-,21.0,-,-,-,-,-
31,-,,-,,T,,-,5.5,,-,,-
總和值,11.5,32.0,0.3,28.1,114.0,283.4,501.4,210.0,461.0,69.0,54.0,14.5
1,-,-,-,-,-,9.0,-,-,-,-,-,-
2,-,-,-,-,-,11.5,-,-,1.5,2.0,-,-
3,-,-,-,-,-,-,-,-,-,1.5,-,-
4,-,-,-,-,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,-,1.0,-,-,-,0.9
6,2.0,-,-,-,-,-,-,-,T,-,-,-
7,-,-,-,-,-,-,-,-,-,T,7.0,-
8,-,-,-,-,-,-,-,3.5,-,-,22.0,-
9,-,-,-,-,-,-,-,-,-,0.2,33.5,-
10,-,-,-,-,-,-,19.0,0.3,-,T,119.5,-
11,0.2,-,-,-,-,-,-,0.5,-,0.5,1.0,-
12,2.0,-,-,-,-,0.5,12.5,-,-,0.6,T,3.0
13,-,1.0,-,-,-,-,17.5,-,-,-,-,0.5
14,-,5.5,-,-,-,-,32.0,-,-,22.0,-,-
15,-,0.2,-,-,-,-,28.0,-,-,1.0,-,-
16,-,-,-,-,T,-,26.5,-,-,-,T,-
17,-,-,-,23.0,14.5,-,78.0,-,-,-,7.0,-
18,-,-,-,0.5,5.0,-,40.5,-,-,-,12.5,-
19,-,-,-,-,-,-,13.0,-,-,-,0.5,-
20,-,1.0,-,-,7.0,-,61.5,-,-,-,0.5,-
21,2.5,-,-,-,-,5.0,2.5,-,-,-,-,-
22,-,-,-,-,-,-,-,-,-,-,-,-
23,-,-,-,-,28.5,52.5,-,-,-,-,-,-
24,-,-,-,-,0.2,-,-,0.2,-,-,-,-
25,-,-,-,-,-,0.5,-,-,-,-,-,-
26,-,-,-,-,T,16.5,-,T,-,-,T,-
27,-,-,2.0,-,-,42.5,-,2.5,-,-,-,-
28,-,-,2.2,-,-,166.0,T,4.0,3.5,-,-,-
29,-,,-,2.5,-,T,43.5,82.3,-,-,-,-
30,-,,-,-,-,-,27.0,52.0,-,-,T,-
31,-,,0.5,,T,,-,26.0,,-,,T
總和值,6.7,7.7,4.7,26.0,55.2,304.0,401.5,172.3,5.0,27.8,203.5,4.4
1,-,-,-,-,-,-,T,2.5,0.6,-,-,1.0
2,-,-,-,-,1.0,-,-,77.0,0.5,-,-,-
3,-,-,-,-,1.5,-,-,-,-,-,-,-
4,-,-,-,-,63.5,-,-,25.5,-,-,-,-
5,1.5,-,-,-,-,-,13.0,-,-,-,-,8.0
6,-,-,-,T,-,-,T,-,-,-,-,1.5
7,-,11.0,-,-,-,-,-,42.0,-,-,-,-
8,-,3.5,-,-,-,24.0,-,14.0,-,-,-,-
9,-,-,-,-,T,45.5,-,88.5,-,-,-,2.0
10,-,-,-,-,-,70.0,-,72.0,4.0,-,-,-
11,-,-,0.5,-,-,26.0,-,81.5,1.0,-,-,-
12,-,-,6.0,-,-,110.0,-,2.5,-,-,-,-
13,T,-,-,-,-,41.0,-,-,-,-,-,-
14,-,-,-,-,-,169.5,13.0,-,-,-,-,-
15,-,-,-,-,-,31.0,45.5,-,-,-,-,-
16,0.5,T,-,-,8.5,0.5,-,41.0,-,-,0.5,-
17,-,-,-,6.5,17.5,54.5,-,4.5,-,-,80.5,-
18,T,-,-,0.5,14.0,3.5,54.5,38.0,-,-,0.5,-
19,-,-,-,-,49.5,60.5,3.5,0.5,-,-,-,-
20,-,T,-,2.0,210.0,102.5,-,0.5,-,-,-,-
21,-,2.5,-,8.0,-,32.0,-,-,-,-,-,-
22,-,1.0,-,-,-,11.5,6.0,28.5,-,-,3.0,-
23,1.0,-,-,-,-,19.5,3.0,1.0,-,-,9.0,-
24,2.0,14.0,-,-,-,2.0,61.0,10.5,12.5,-,0.5,-
25,0.5,5.0,-,4.5,-,-,51.0,57.0,-,-,-,-
26,-,-,-,13.0,9.0,-,-,0.5,-,-,0.2,-
27,-,-,-,13.0,11.5,T,-,22.0,-,-,0.1,-
28,-,3.0,-,17.5,1.5,-,-,6.0,-,-,-,-
29,-,3.0,-,-,-,2.5,-,-,-,-,-,-
30,-,,-,76.5,0.5,-,-,T,-,-,1.3,5.0
31,-,,-,,14.0,,4.0,19.5,,2.5,,-
總和值,5.5,40.0,6.5,141.5,404.5,803.5,254.5,635.0,18.6,2.5,95.6,18.0
1,-,-,-,T,5.5,-,-,0.5,-,-,-,-
2,-,-,-,-,5.5,-,-,3.5,-,-,1.5,-
3,1.0,1.5,-,11.5,1.0,-,-,-,-,-,-,-
4,-,-,-,1.2,-,-,-,-,-,-,-,-
5,-,-,-,67.5,-,-,-,-,-,-,-,-
6,-,-,-,10.0,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,-,-,-,-,-,-
8,-,-,-,-,T,0.5,-,-,-,-,-,-
9,3.0,-,-,9.5,-,-,38.0,-,-,-,-,-
10,0.5,-,-,-,-,48.0,0.4,37.5,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,-,-
12,-,-,-,-,10.0,T,-,-,T,-,-,-
13,3.0,-,-,-,2.0,11.0,14.0,5.0,-,-,-,-
14,-,-,-,-,-,5.5,48.5,0.5,-,-,-,1.0
15,-,-,-,-,-,-,-,8.0,43.5,-,-,-
16,-,-,-,-,12.5,-,7.5,6.0,0.2,-,-,9.5
17,-,-,-,-,96.5,-,15.5,-,-,-,-,8.5
18,-,-,0.5,T,67.5,-,4.5,-,-,-,-,2.0
19,-,-,-,1.0,24.5,-,-,-,-,-,-,-
20,-,-,-,-,29.0,-,-,9.0,-,-,0.1,0.1
21,-,-,-,T,15.0,-,-,69.0,1.5,-,T,T
22,-,-,-,-,9.5,T,-,91.0,12.5,-,T,-
23,-,-,-,-,0.5,6.5,-,50.0,1.0,-,-,-
24,-,-,-,-,-,115.0,-,-,-,-,-,-
25,-,-,-,-,-,47.0,5.5,T,1.5,-,4.5,-
26,-,-,-,7.0,-,-,-,-,-,-,-,-
27,-,-,2.5,4.0,-,-,-,-,-,-,-,-
28,-,-,1.0,-,7.0,-,-,25.0,-,-,-,-
29,-,,0.5,-,-,-,-,214.0,-,-,-,-
30,-,,-,-,-,-,-,155.5,-,-,-,-
31,-,,1.0,,-,,15.0,132.0,,-,,-
總和值,7.5,1.5,5.5,111.7,286.0,233.5,148.9,806.5,60.2,-,6.1,21.1
1,-,-,-,0.5,1.0,-,-,-,-,-,-,-
2,-,T,-,8.5,-,-,-,7.5,-,1.5,-,-
3,-,0.5,-,2.5,1.0,6.5,0.5,-,-,-,-,-
4,-,-,-,-,0.5,0.5,-,1.0,-,-,-,6.5
5,-,-,-,-,28.0,34.5,-,3.5,-,-,-,1.0
6,-,-,-,-,2.0,26.5,-,1.0,T,-,-,-
7,-,-,-,-,-,3.5,-,54.5,0.5,-,-,-
8,-,-,-,-,-,1.5,-,1.0,0.3,-,-,-
9,-,-,-,-,33.0,0.1,0.2,74.5,0.5,-,-,-
10,-,3.5,-,-,2.0,-,2.0,51.5,-,-,-,-
11,-,3.5,-,-,-,3.0,1.0,93.0,1.0,-,-,-
12,-,-,-,-,12.5,T,-,255.0,38.0,-,-,-
13,-,T,T,-,4.5,6.5,-,60.0,2.0,-,-,-
14,-,1.5,-,-,-,13.5,-,3.5,-,-,-,-
15,-,-,-,-,2.5,5.5,-,-,-,-,-,-
16,-,-,-,-,1.0,2.0,-,-,-,-,-,-
17,-,-,-,-,-,1.0,-,-,0.2,-,0.2,-
18,-,-,-,-,2.5,-,4.0,27.0,-,-,-,-
19,-,T,-,0.5,1.0,-,2.5,-,-,-,-,T
20,-,0.5,-,-,14.5,-,4.5,9.0,26.5,-,-,0.5
21,-,-,-,-,28.0,-,T,-,18.0,-,-,-
22,-,-,-,-,-,T,1.0,-,1.0,-,-,-
23,-,-,-,-,3.0,0.1,56.5,-,T,-,-,-
24,-,-,-,-,-,6.0,15.5,-,-,-,-,-
25,-,-,-,-,-,14.3,16.0,28.0,-,-,-,T
26,-,-,-,-,-,0.3,-,-,-,-,-,T
27,-,-,0.1,-,5.0,-,-,-,-,-,-,-
28,-,-,-,-,39.5,9.0,-,1.6,-,-,-,T
29,-,,-,-,-,T,13.5,4.0,-,-,-,-
30,-,,-,-,-,-,0.2,-,-,-,-,-
31,-,,27.5,,-,,6.0,6.5,,-,,-
總和值,-,9.5,27.6,12.0,181.5,134.3,123.4,682.1,88.0,1.5,0.2,8.0
1,-,-,-,-,-,T,4.0,T,-,-,-,-
2,-,-,-,-,-,-,4.5,-,0.5,-,-,-
3,-,-,-,-,-,-,-,-,-,-,-,-
4,-,-,-,-,3.5,-,-,-,-,-,-,-
5,-,-,-,-,0.5,-,2.0,-,-,-,-,-
6,-,-,-,2.0,-,-,1.0,-,-,-,-,-
7,-,-,-,-,-,-,15.0,-,49.5,-,-,2.5
8,-,-,-,-,-,-,19.0,151.5,-,-,-,-
9,-,-,-,-,-,-,-,126.0,-,13.5,-,1.0
10,-,-,-,-,-,-,-,-,-,-,-,10.0
11,-,-,-,11.2,-,-,1.0,-,-,-,-,-
12,-,-,-,1.0,44.5,-,2.5,T,-,-,-,-
13,-,-,-,T,-,-,9.0,13.5,-,-,-,-
14,13.5,-,-,-,-,-,-,16.5,T,-,4.5,-
15,-,-,-,-,-,-,-,1.0,-,-,-,-
16,-,7.5,1.6,-,-,-,-,5.5,-,-,-,-
17,-,-,-,-,-,-,-,16.5,-,-,-,-
18,-,-,-,-,-,-,9.5,-,-,-,-,-
19,-,-,-,-,-,-,35.0,-,-,-,-,-
20,-,-,-,-,34.0,-,67.0,-,-,2.5,-,-
21,-,14.0,-,11.6,34.0,-,-,-,26.0,5.5,T,-
22,-,0.5,-,T,23.5,-,38.0,-,-,9.5,-,-
23,-,-,3.5,-,34.5,T,-,1.5,-,-,-,-
24,-,-,-,-,63.0,-,-,4.5,-,-,-,-
25,-,-,-,-,22.5,12.0,-,25.6,-,-,-,-
26,-,-,-,-,11.0,-,-,56.5,-,-,-,-
27,T,-,-,-,0.5,7.0,16.5,25.5,-,-,-,-
28,-,-,-,-,18.5,-,1.0,20.5,45.5,-,-,-
29,-,,-,-,-,-,-,89.0,70.5,-,-,-
30,-,,-,-,1.5,-,-,39.5,-,-,-,-
31,-,,-,,8.5,,-,36.5,,-,,-
總和值,13.5,22.0,5.1,25.8,300.0,19.0,225.0,629.6,192.0,31.0,4.5,13.5
1,-,-,-,-,-,-,-,2.5,-,11.5,-,-
2,3.0,-,-,-,-,0.5,-,-,124.0,-,-,-
3,102.0,-,-,-,-,4.5,1.0,4.5,5.5,-,-,-
4,-,T,-,-,-,1.5,-,0.5,7.5,-,-,-
5,-,5.5,-,-,-,14.5,-,-,6.0,-,-,-
6,0.5,-,-,-,-,0.5,-,-,250.0,1.5,-,-
7,-,-,-,-,-,7.5,-,5.5,130.5,T,-,-
8,2.5,-,-,-,-,-,155.0,0.5,12.0,25.0,-,-
9,-,-,T,-,-,13.0,22.5,-,-,19.0,-,-
10,-,-,16.5,16.5,17.0,44.0,27.0,0.5,-,11.5,-,-
11,2.9,10.5,13.0,16.0,7.0,137.0,117.5,5.0,-,T,-,-
12,-,22.0,-,2.5,-,46.0,31.5,22.5,-,-,-,-
13,1.5,-,2.5,10.0,-,89.5,-,4.0,-,-,-,-
14,-,-,1.5,35.0,-,6.0,-,T,80.0,-,-,-
15,3.5,-,T,47.5,-,4.5,-,-,59.5,-,-,-
16,0.5,-,-,-,-,6.0,-,12.5,-,-,-,-
17,4.0,-,-,-,-,-,-,6.0,T,-,-,-
18,T,-,-,14.0,-,-,-,4.0,-,-,-,-
19,-,-,-,-,-,1.5,-,5.5,-,-,-,-
20,-,-,-,-,-,-,-,-,-,-,-,-
21,-,-,8.5,-,6.6,-,-,-,-,0.5,-,-
22,3.0,-,2.5,-,23.5,-,-,-,-,-,2.0,-
23,1.0,-,39.0,-,29.5,-,-,-,0.3,-,T,-
24,2.0,T,2.5,4.5,3.0,-,0.5,T,-,-,-,-
25,-,-,10.5,-,-,-,T,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-,-,-,-
27,1.0,-,-,-,-,-,-,-,266.5,-,43.4,-
28,3.5,-,-,-,-,-,-,-,104.0,-,-,2.0
29,39.0,-,-,-,0.2,-,-,18.0,135.0,-,-,-
30,1.0,,-,-,0.5,-,5.0,-,39.5,-,3.5,-
31,-,,-,,-,,14.0,-,,-,,-
總和值,170.9,38.0,96.5,146.0,87.3,376.5,374.0,91.5,1220.3,69.0,48.9,2.0
1,-,T,-,1.0,-,17.0,-,118.5,3.5,-,-,-
2,-,-,-,-,-,1.0,26.0,30.0,1.5,-,T,-
3,-,-,-,-,-,12.0,2.5,0.5,5.0,-,-,-
4,-,-,-,-,-,60.0,25.0,0.5,17.5,-,-,-
5,-,-,-,-,-,1.5,-,-,-,-,-,-
6,-,-,0.5,-,-,-,1.5,-,-,-,-,-
7,-,-,T,-,-,-,-,-,12.0,-,-,-
8,-,-,0.5,-,-,5.5,6.5,-,-,-,-,1.0
9,-,-,-,-,-,-,-,T,-,-,-,0.5
10,-,-,11.8,-,-,-,-,T,-,-,-,-
11,-,0.5,-,1.0,-,-,-,3.5,-,-,0.5,-
12,-,0.5,-,30.5,-,8.5,-,-,-,-,1.0,-
13,-,-,-,3.5,-,2.5,0.4,-,-,9.0,T,-
14,-,-,-,-,-,13.5,3.0,-,-,19.5,-,-
15,-,-,-,-,-,52.0,39.5,-,-,11.0,-,-
16,-,-,-,-,46.0,20.0,10.5,-,-,-,-,-
17,-,-,-,-,-,51.0,-,-,-,-,-,-
18,-,-,-,-,0.5,6.8,20.0,-,-,-,-,-
19,-,-,-,1.0,3.0,T,-,-,-,-,-,-
20,-,-,-,-,2.0,T,-,-,-,-,-,0.5
21,-,-,-,0.5,-,-,-,-,-,-,-,-
22,-,-,T,25.5,-,-,-,7.0,-,-,-,-
23,-,-,-,1.0,-,-,5.0,-,-,-,-,-
24,-,-,-,0.5,2.5,-,-,1.5,-,-,-,-
25,-,-,-,-,-,-,-,-,-,-,-,-
26,-,-,T,-,-,T,0.5,-,T,-,-,-
27,-,-,-,T,-,-,20.0,4.0,-,-,-,-
28,-,-,-,-,-,-,T,-,-,-,-,-
29,-,,-,-,-,-,4.0,-,T,-,-,-
30,-,,-,-,25.5,0.2,81.0,31.0,-,-,-,-
31,-,,-,,T,,261.5,-,,-,,-
總和值,-,1.0,12.8,64.5,79.5,251.5,506.9,196.5,39.5,39.5,1.5,2.0
1,-,0.5,-,-,-,-,8.0,-,-,-,-,-
2,-,-,-,-,-,-,69.5,14.0,-,-,1.0,-
3,-,-,-,-,-,-,48.0,14.0,-,-,-,-
4,16.0,-,-,-,-,-,31.5,-,6.0,-,-,-
5,4.0,-,-,-,-,-,42.5,1.5,T,-,-,-
6,5.5,T,-,-,-,23.0,14.0,11.5,8.5,-,-,-
7,1.0,0.5,-,-,-,-,T,-,5.0,-,-,-
8,5.0,3.5,1.5,-,32.0,-,14.0,-,2.0,-,-,-
9,3.0,-,1.0,-,51.4,-,-,4.5,-,-,-,-
10,0.5,0.5,-,-,-,11.0,-,19.5,0.5,-,-,-
11,-,0.5,-,-,-,3.0,-,-,0.5,-,-,-
12,-,-,-,T,-,-,68.5,0.5,T,-,-,-
13,-,-,-,-,-,-,1.0,49.0,-,-,-,-
14,-,-,-,-,-,83.5,26.5,43.0,-,-,-,-
15,-,-,14.0,-,-,41.0,-,65.5,0.5,-,-,-
16,-,-,T,-,-,16.5,-,17.5,1.0,-,-,-
17,-,-,-,0.5,-,36.0,-,12.0,2.0,-,-,-
18,-,-,-,-,-,36.5,-,1.0,-,-,-,-
19,-,-,-,-,-,117.0,36.0,2.0,-,-,-,-
20,-,-,2.5,-,0.5,147.5,21.0,0.5,-,-,-,-
21,-,0.5,-,-,-,23.0,0.5,22.5,-,-,-,-
22,T,5.5,-,-,-,7.5,2.0,21.5,-,-,-,-
23,-,-,-,-,-,0.5,-,373.0,2.5,-,-,-
24,-,-,-,T,-,-,1.0,269.0,-,-,-,-
25,-,-,-,T,-,-,3.5,37.0,2.5,-,-,-
26,-,-,-,-,-,-,-,11.0,-,-,-,-
27,-,-,-,-,-,1.0,T,100.0,-,-,-,-
28,T,-,-,-,-,-,T,121.5,-,-,-,-
29,0.5,,-,-,T,T,14.0,81.5,-,-,-,-
30,3.5,,-,-,-,8.5,4.5,7.5,-,-,-,-
31,1.0,,-,,-,,-,0.5,,0.5,,-
總和值,40.0,11.5,19.0,0.5,83.9,555.5,406.0,1301.0,31.0,0.5,1.0,-
1,-,-,-,-,27.0,2.5,-,47.0,-,-,-,-
2,-,-,-,-,20.5,2.0,19.5,56.5,-,-,-,-
3,-,T,1.0,-,0.5,-,129.5,-,7.5,-,-,-
4,-,-,-,-,2.0,19.5,11.0,-,82.0,-,-,1.5
5,-,-,T,-,2.0,-,44.5,1.5,-,-,-,6.2
6,-,-,5.5,-,19.0,-,6.0,13.5,6.5,-,-,6.5
7,-,-,5.5,-,0.5,-,4.0,-,-,-,-,-
8,-,-,6.0,-,-,-,11.5,1.0,-,-,-,-
9,-,-,16.0,-,-,1.5,61.0,0.5,T,-,-,-
10,-,-,9.5,-,4.0,17.5,128.0,-,78.0,-,-,-
11,-,-,9.0,-,-,114.0,24.5,1.5,-,-,-,-
12,-,-,-,-,-,36.0,6.0,31.0,-,-,-,-
13,-,-,1.0,-,-,17.5,3.0,221.5,-,-,-,-
14,-,-,-,-,-,24.5,0.5,19.0,1.5,-,-,-
15,T,-,1.0,-,-,-,-,3.5,3.0,-,-,-
16,T,-,-,6.5,-,-,-,28.0,0.5,-,-,-
17,-,-,-,-,T,-,-,50.0,-,-,-,-
18,-,-,-,-,21.0,-,11.0,103.0,-,-,-,-
19,-,-,-,68.5,-,-,60.5,22.5,-,-,-,-
20,-,-,-,-,61.5,-,24.0,1.0,-,-,-,2.0
21,T,-,-,13.0,-,-,8.0,1.5,-,-,-,-
22,-,-,-,-,-,-,-,-,-,-,-,-
23,-,-,19.5,-,T,16.0,-,-,-,-,-,-
24,-,1.0,0.5,-,-,5.0,-,35.0,-,-,-,-
25,-,0.5,-,-,-,15.5,-,60.5,-,-,-,-
26,-,-,-,-,-,1.5,18.0,-,-,-,-,-
27,-,-,-,-,9.5,0.5,1.5,-,-,-,-,-
28,-,-,-,-,-,-,1.0,-,-,-,-,T
29,-,,-,-,-,-,-,5.0,-,-,-,43.5
30,-,,-,-,-,-,T,54.5,1.0,-,-,0.5
31,-,,-,,0.5,,-,0.5,,-,,0.5
總和值,T,1.5,74.5,88.0,168.0,273.5,573.0,758.0,180.0,-,-,60.7
1,-,-,-,-,-,-,5.0,22.0,-,-,-,-
2,-,-,-,-,-,-,3.0,1.0,-,-,-,-
3,-,-,-,-,-,-,-,80.5,0.3,-,-,-
4,-,-,-,-,-,-,2.5,36.0,-,-,-,-
5,-,-,T,-,-,-,-,0.5,-,-,-,-
6,-,-,-,15.0,-,10.5,-,0.5,-,-,1.5,-
7,-,-,-,6.0,-,1.0,22.0,T,-,-,49.0,-
8,-,-,-,-,-,17.0,0.5,-,-,-,-,-
9,-,-,-,-,-,0.5,0.5,-,-,-,1.5,2.5
10,-,-,6.0,-,-,-,-,2.0,-,-,-,-
11,-,-,-,-,-,-,-,4.5,-,-,-,-
12,-,-,-,2.0,9.5,14.0,-,-,38.5,-,-,-
13,-,-,T,-,-,-,-,T,-,-,T,-
14,-,T,13.5,-,-,-,-,T,-,-,-,-
15,-,-,-,-,-,-,2.5,33.0,-,-,T,-
16,-,-,-,-,-,-,23.5,45.0,-,-,-,-
17,-,1.5,-,-,-,-,11.0,-,-,-,-,-
18,-,-,-,-,T,-,-,T,17.5,-,-,-
19,-,-,-,-,60.5,-,-,-,-,-,-,-
20,-,-,-,-,11.0,-,0.5,-,-,-,-,-
21,-,-,-,-,53.5,1.0,-,1.0,-,-,-,2.5
22,-,-,-,-,176.0,-,T,12.5,-,0.5,-,-
23,-,-,-,-,1.0,0.2,-,28.5,-,0.5,-,1.0
24,-,-,-,-,-,T,-,20.0,-,-,-,T
25,T,-,-,-,-,0.3,6.5,4.0,-,-,-,-
26,27.0,-,-,-,54.0,3.5,-,222.0,-,-,-,-
27,-,-,-,-,96.5,-,-,110.0,-,-,-,-
28,0.5,-,10.0,-,8.0,-,11.0,17.5,-,-,-,-
29,-,-,-,-,0.5,-,52.0,-,-,-,-,-
30,-,,-,-,-,10.5,-,-,-,-,-,-
31,-,,-,,-,,0.5,23.0,,-,,-
總和值,27.5,1.5,29.5,23.0,470.5,58.5,141.0,663.5,56.3,1.0,52.0,6.0
1,-,-,-,-,-,9.5,-,182.0,T,-,-,-
2,-,-,-,-,-,-,2.5,67.5,3.0,T,-,-
3,-,-,-,-,T,-,-,9.5,7.0,-,-,-
4,-,-,-,-,-,-,-,34.0,6.5,-,-,-
5,-,-,T,-,-,112.5,2.5,66.0,36.0,-,-,-
6,-,-,-,-,-,156.0,7.0,64.5,-,-,-,-
7,T,-,-,-,-,4.0,-,72.5,-,-,-,-
8,-,-,-,-,-,T,-,55.0,-,-,-,-
9,-,-,-,-,-,17.0,-,53.0,T,-,-,-
10,T,T,-,-,-,1.0,-,T,-,-,-,-
11,T,13.5,-,-,-,T,0.5,0.5,-,T,-,-
12,T,-,-,-,-,-,-,21.5,2.0,2.5,-,-
13,-,-,-,-,-,T,T,5.0,15.5,13.5,1.0,-
14,-,-,-,-,-,-,T,57.0,44.5,8.0,-,-
15,-,-,-,-,-,0.5,24.0,-,T,-,-,-
16,-,-,-,-,-,7.0,0.5,-,T,-,-,-
17,-,-,-,-,-,3.5,-,-,-,-,-,-
18,-,-,-,-,-,2.0,-,-,-,-,-,-
19,-,-,-,-,-,20.0,18.0,-,-,-,-,-
20,-,-,-,-,-,36.5,18.0,-,-,-,-,T
21,T,-,-,-,-,48.5,T,-,-,-,-,9.5
22,2.5,-,-,-,-,51.5,T,-,-,-,-,-
23,-,T,-,-,-,23.0,T,-,0.5,-,-,-
24,-,-,5.0,-,-,38.0,-,T,-,-,-,-
25,-,-,-,0.5,-,23.5,19.0,-,T,-,T,2.0
26,-,-,-,0.5,-,14.0,5.0,23.5,-,-,T,T
27,-,-,-,3.0,-,18.5,1.5,T,-,-,-,T
28,-,-,-,-,-,129.0,27.5,-,-,-,5.0,-
29,-,,-,16.0,4.0,77.5,81.0,-,-,-,0.5,-
30,-,,-,-,50.0,-,78.5,1.5,-,-,-,-
31,-,,-,,25.5,,172.5,-,,-,,-
總和值,2.5,13.5,5.0,20.0,79.5,793.0,458.0,713.0,115.0,24.0,6.5,11.5
1,-,-,-,-,T,-,24.5,T,-,-,1.0,-
2,-,-,-,T,21.0,-,32.0,91.0,2.0,-,-,-
3,-,T,-,2.5,0.5,T,15.5,T,7.0,-,-,-
4,-,-,-,-,T,13.0,9.5,2.0,1.0,-,-,-
5,T,-,-,-,-,8.0,26.0,1.0,T,T,-,-
6,T,-,-,-,-,2.5,-,0.5,3.5,-,-,-
7,T,3.0,1.5,-,-,65.5,T,36.5,-,T,-,-
8,-,0.5,-,-,-,7.5,-,-,5.0,T,-,-
9,-,-,-,-,-,11.5,-,11.5,-,-,-,-
10,-,-,-,-,T,T,-,29.0,-,-,-,-
11,-,-,-,T,2.5,24.5,-,2.0,-,-,-,-
12,-,-,-,-,1.0,10.0,-,3.5,T,-,-,-
13,-,-,-,-,T,-,-,-,-,-,-,-
14,-,T,T,-,47.0,T,0.5,-,-,-,-,-
15,-,-,-,-,21.0,-,10.0,20.5,-,T,-,-
16,-,-,-,-,13.0,-,9.0,19.0,-,0.5,-,T
17,2.5,T,T,T,1.0,-,6.5,28.0,-,T,-,7.0
18,4.5,1.5,-,-,-,-,-,46.5,-,-,-,-
19,T,12.5,-,-,T,-,-,-,6.5,-,-,-
20,-,16.0,-,T,-,-,-,-,T,-,-,-
21,-,7.0,9.5,-,-,-,-,-,T,-,-,-
